"business_id","date","score","result"
1,"20130606",NA,""
2,"20121015",NA,"G"
2,"20140207",NA,"G"
2,"20150424",NA,"G"
2,"20130531",NA,"G"
2,"20120504",NA,""
3,"20130612",NA,"G"
3,"20140304",NA,"G"
3,"20150122",NA,"G"
4,"20141024",NA,"Y"
4,"20141026",NA,"G"
5,"20150619",NA,"G"
6,"20131118",NA,""
6,"20140307",NA,"G"
6,"20141024",NA,"G"
6,"20150320",NA,"G"
6,"20120926",NA,"G"
7,"20121011",NA,"G"
7,"20131001",NA,"G"
7,"20140805",NA,"G"
7,"20150527",NA,""
7,"20160315",NA,"G"
7,"20130416",NA,"G"
8,"20121106",NA,"G"
8,"20130722",NA,"G"
8,"20131016",NA,"G"
8,"20141204",NA,"G"
8,"20130327",NA,"G"
9,"20130109",NA,"G"
9,"20131223",NA,"Y"
9,"20131230",NA,"G"
9,"20140708",NA,"G"
9,"20151103",NA,"G"
9,"20160331",NA,"G"
9,"20120730",NA,"R"
10,"20131113",NA,"y"
10,"20131121",NA,"g"
10,"20141209",NA,"G"
10,"20120924",NA,"G"
11,"20140414",NA,"G"
11,"20140903",NA,"G"
11,"20150818",NA,"G"
11,"20120710",NA,"G"
12,"20130710",NA,"G"
12,"20150305",NA,"G"
12,"20130408",NA,"G"
12,"20120822",NA,"G"
13,"20140205",NA,"G"
13,"20140806",NA,"Y"
13,"20151118",NA,"G"
13,"20160330",NA,"G"
13,"20130329",NA,"Y"
13,"20130411",NA,"G"
14,"20140721",NA,"G"
14,"20150930",NA,"G"
14,"20150930",NA,""
14,"20160126",NA,"G"
14,"20160331",NA,"G"
15,"20130227",NA,"G"
15,"20131029",NA,"G"
15,"20141103",NA,"G"
15,"20150609",NA,"G"
16,"20130109",NA,"G"
16,"20120601",NA,""
17,"20130102",NA,"G"
17,"20140102",NA,"G"
17,"20140710",NA,"G"
17,"20151029",NA,"G"
17,"20160318",NA,"G"
18,"20121017",NA,"G"
18,"20141112",NA,"G"
18,"20151013",NA,"G"
19,"20130412",NA,"G"
20,"20121106",NA,"G"
20,"20130722",NA,"G"
20,"20131022",NA,"G"
20,"20140728",NA,""
21,"20131015",NA,"G"
21,"20140522",NA,"G"
22,"20131015",NA,"G"
23,"20150429",NA,"G"
24,"20131226",NA,"G"
24,"20141125",NA,"G"
25,"20150306",NA,"G"
25,"20160503",NA,"G"
26,"20150610",NA,"G"
26,"20160218",NA,"Y"
26,"20160224",NA,"G"
27,"20140513",NA,"G"
27,"20150406",NA,"G"
28,"20140227",NA,"G"
28,"20151228",NA,"G"
29,"20140402",NA,"G"
29,"20151222",NA,"G"
30,"20140326",NA,"G"
30,"20150518",NA,"G"
30,"20130918",NA,"G"
31,"20130923",NA,"G"
31,"20140826",NA,"G"
31,"20151007",NA,"G"
32,"20130715",NA,"G"
32,"20140402",NA,"G"
32,"20141008",NA,"G"
32,"20150604",NA,"G"
32,"20151030",NA,"G"
32,"20160208",NA,"G"
33,"20140131",NA,"G"
33,"20150123",NA,"G"
33,"20160113",NA,"G"
34,"20141209",NA,"G"
34,"20130321",NA,"G"
35,"20140205",NA,"G"
35,"20160317",NA,"G"
36,"20131021",NA,"G"
36,"20141003",NA,"G"
37,"20150930",NA,"G"
38,"20131017",NA,"R"
38,"20131105",NA,"G"
38,"20141212",NA,"G"
38,"20120926",NA,"G"
39,"20140819",NA,"G"
40,"20130109",NA,"G"
40,"20130923",NA,"G"
40,"20141103",NA,"G"
40,"20150609",NA,"G"
41,"20131029",NA,"G"
41,"20140701",NA,"G"
41,"20150512",NA,"G"
41,"20160209",NA,"G"
41,"20120914",NA,"Y"
41,"20120925",NA,"G"
42,"20131002",NA,"G"
42,"20140327",NA,"G"
42,"20140902",NA,"G"
42,"20150430",NA,"G"
42,"20151007",NA,"G"
42,"20120710",NA,"G"
43,"20130425",NA,""
43,"20120801",NA,"Y"
43,"20120810",NA,"Y"
43,"20120920",NA,"Y"
44,"20151222",NA,"G"
45,"20121005",NA,"G"
45,"20140926",NA,"G"
46,"20141210",NA,"G"
46,"20150122",NA,"Y"
46,"20150218",NA,"G"
46,"20160309",NA,"Y"
46,"20160413",NA,"G"
46,"20160427",NA,"Y"
46,"20160502",NA,"Y"
47,"20140718",NA,""
47,"20150923",NA,"G"
48,"20141114",NA,"G"
48,"20151124",NA,"Y"
48,"20151201",NA,"G"
49,"20121018",NA,"G"
49,"20140521",NA,"G"
49,"20140815",NA,"G"
49,"20150730",NA,"Y"
49,"20150923",NA,"G"
50,"20131011",NA,"G"
50,"20141231",NA,"G"
51,"20121203",NA,"G"
51,"20140506",NA,"G"
52,"20140909",NA,"G"
52,"20151229",NA,"G"
52,"20130620",NA,"G"
53,"20130806",NA,"G"
53,"20140512",NA,"G"
54,"20131007",NA,"G"
54,"20140613",NA,"G"
54,"20140924",NA,"G"
54,"20151208",NA,"G"
55,"20130103",NA,"G"
56,"20140402",NA,"G"
56,"20141016",NA,"Y"
56,"20141023",NA,"Y"
56,"20141030",NA,"G"
56,"20130701",NA,"G"
57,"20131209",NA,"G"
57,"20150914",NA,"G"
57,"20130328",NA,"G"
58,"20131009",NA,"G"
58,"20141229",NA,"G"
59,"20130925",NA,"G"
59,"20160211",NA,"G"
60,"20140521",NA,"G"
60,"20150625",NA,"G"
61,"20121218",NA,"G"
61,"20131031",NA,""
61,"20141030",NA,"G"
62,"20150220",NA,"g"
63,"20140325",NA,"G"
63,"20130304",NA,"G"
64,"20130924",NA,"G"
64,"20140908",NA,"G"
65,"20130809",NA,"G"
65,"20140423",NA,"G"
65,"20150123",NA,"G"
66,"20151023",NA,"G"
66,"20121030",NA,"Y"
66,"20121102",NA,"G"
66,"20140312",NA,"G"
67,"20131230",NA,"G"
67,"20141218",NA,"G"
67,"20160202",NA,"G"
67,"20120622",NA,""
68,"20141105",NA,"G"
68,"20151124",NA,"G"
68,"20120716",NA,"G"
68,"20130918",NA,"G"
69,"20121115",NA,"G"
69,"20140131",NA,"G"
69,"20150514",NA,"G"
70,"20121207",NA,"G"
70,"20131025",NA,"G"
70,"20140728",NA,"G"
70,"20150316",NA,"G"
71,"20151104",NA,"G"
71,"20160511",NA,"G"
72,"20131211",NA,"G"
72,"20140521",NA,"G"
73,"20150716",NA,"G"
74,"20131101",NA,""
74,"20141106",NA,"G"
74,"20151209",NA,"G"
75,"20160224",NA,"G"
76,"20131205",NA,"G"
76,"20141208",NA,"G"
76,"20151130",NA,"G"
77,"20140206",NA,"G"
77,"20140814",NA,"G"
77,"20150416",NA,"G"
78,"20121127",NA,"G"
78,"20140227",NA,"G"
78,"20151006",NA,"G"
79,"20131016",NA,"G"
79,"20141022",NA,"G"
79,"20151008",NA,"G"
79,"20120717",NA,"G"
80,"20130201",NA,"G"
80,"20140501",NA,"G"
80,"20150917",NA,"G"
81,"20141104",NA,"G"
81,"20151221",NA,"G"
82,"20121017",NA,"Y"
82,"20121025",NA,"G"
82,"20140128",NA,"G"
82,"20140919",NA,"Y"
82,"20140926",NA,"Y"
82,"20141015",NA,"G"
82,"20150303",NA,"Y"
82,"20150318",NA,""
82,"20160412",NA,"Y"
82,"20160419",NA,"G"
83,"20131007",NA,"G"
84,"20130131",NA,"G"
84,"20130107",NA,"G"
84,"20130211",NA,"G"
84,"20140616",NA,"G"
84,"20150901",NA,"G"
84,"20130627",NA,""
85,"20130829",NA,"G"
85,"20140227",NA,"G"
85,"20140611",NA,"G"
86,"20141104",NA,"Y"
86,"20141114",NA,"G"
86,"20160218",NA,"G"
86,"20130417",NA,"G"
87,"20130213",NA,"G"
87,"20140311",NA,"Y"
87,"20150303",NA,"G"
87,"20160315",NA,"G"
88,"20140428",NA,"G"
88,"20130423",NA,""
88,"20130509",NA,"G"
88,"20120730",NA,"Y"
89,"20141203",NA,"G"
89,"20151215",NA,"G"
89,"20120711",NA,"G"
89,"20130912",NA,"G"
90,"20130220",NA,"Y"
90,"20140318",NA,"G"
90,"20150311",NA,"G"
90,"20160427",NA,"G"
91,"20121120",NA,"G"
91,"20131028",NA,"G"
91,"20140730",NA,"G"
91,"20150326",NA,"G"
91,"20160208",NA,"G"
91,"20120529",NA,""
92,"20130227",NA,"Y"
92,"20140317",NA,"G"
92,"20150311",NA,"G"
92,"20160502",NA,"G"
93,"20130109",NA,"G"
93,"20131011",NA,"G"
93,"20140812",NA,"G"
93,"20150121",NA,""
93,"20160429",NA,"Y"
94,"20130131",NA,"G"
94,"20140425",NA,"G"
94,"20150406",NA,"G"
95,"20130104",NA,"G"
95,"20150729",NA,"G"
95,"20120517",NA,""
95,"20130624",NA,""
96,"20121204",NA,"G"
96,"20130821",NA,"G"
96,"20140821",NA,"G"
96,"20160308",NA,"G"
97,"20140904",NA,"G"
97,"20150710",NA,"G"
97,"20130411",NA,"G"
98,"20130201",NA,"G"
98,"20130821",NA,"G"
98,"20131126",NA,"G"
98,"20140718",NA,"G"
98,"20150826",NA,"G"
99,"20140424",NA,"G"
99,"20150909",NA,"G"
99,"20130329",NA,"G"
100,"20121109",NA,"G"
100,"20130925",NA,"G"
100,"20140730",NA,"G"
100,"20120723",NA,"g"
101,"20121107",NA,"G"
101,"20140306",NA,"Y"
101,"20140312",NA,"Y"
101,"20140313",NA,"G"
101,"20150918",NA,"G"
102,"20121031",NA,"G"
102,"20140107",NA,"G"
102,"20150316",NA,"G"
102,"20160104",NA,"G"
103,"20121005",NA,""
103,"20131011",NA,""
103,"20140808",NA,"G"
103,"20150120",NA,""
103,"20150121",NA,""
103,"20160329",NA,"G"
104,"20131007",NA,""
104,"20140725",NA,""
104,"20151002",NA,"G"
105,"20130104",NA,"G"
105,"20130723",NA,"G"
105,"20141030",NA,"G"
105,"20151020",NA,"G"
106,"20140325",NA,"G"
106,"20150528",NA,"G"
106,"20130326",NA,"G"
107,"20140214",NA,"G"
107,"20150113",NA,"G"
107,"20151124",NA,"G"
107,"20130411",NA,"G"
108,"20140414",NA,"G"
108,"20130417",NA,"G"
109,"20121217",NA,"G"
109,"20141224",NA,"G"
109,"20151207",NA,"G"
109,"20120503",NA,""
109,"20130807",NA,"G"
110,"20131030",NA,"G"
110,"20141106",NA,"G"
110,"20160104",NA,"G"
110,"20120815",NA,"G"
111,"20141202",NA,"G"
111,"20160301",NA,"G"
111,"20120830",NA,"G"
112,"20140528",NA,"G"
112,"20140731",NA,"G"
112,"20151002",NA,"G"
112,"20130617",NA,"G"
112,"20120912",NA,"G"
113,"20130422",NA,"G"
113,"20120727",NA,"G"
114,"20130117",NA,"G"
114,"20130122",NA,"G"
114,"20130724",NA,"G"
114,"20160105",NA,"G"
115,"20140219",NA,""
115,"20151218",NA,"G"
115,"20130313",NA,"G"
116,"20131015",NA,"G"
116,"20141104",NA,"Y"
116,"20141106",NA,"G"
116,"20150610",NA,"G"
116,"20160328",NA,"G"
116,"20120921",NA,"G"
117,"20140501",NA,"G"
117,"20150916",NA,"G"
117,"20130416",NA,"G"
118,"20140919",NA,"G"
118,"20160303",NA,"y"
118,"20130412",NA,"G"
119,"20140124",NA,"G"
119,"20150115",NA,"G"
119,"20151029",NA,"G"
119,"20120806",NA,"G"
120,"20131014",NA,"G"
120,"20140804",NA,"G"
120,"20150302",NA,"G"
120,"20160307",NA,"Y"
120,"20160311",NA,""
120,"20120921",NA,"G"
121,"20140407",NA,""
121,"20150512",NA,"G"
121,"20130306",NA,"G"
122,"20140407",NA,"Y"
122,"20140423",NA,"G"
122,"20150720",NA,""
123,"20140128",NA,"Y"
123,"20140204",NA,"G"
123,"20150115",NA,"G"
123,"20151231",NA,"G"
124,"20130115",NA,"G"
125,"20130111",NA,"G"
125,"20140623",NA,"G"
125,"20151012",NA,"G"
126,"20130130",NA,"G"
126,"20140114",NA,"G"
126,"20140911",NA,""
126,"20151218",NA,"G"
127,"20130131",NA,"G"
127,"20140520",NA,"G"
127,"20150408",NA,"G"
128,"20140124",NA,"G"
128,"20150121",NA,"G"
128,"20160203",NA,"G"
128,"20120725",NA,"G"
129,"20140305",NA,"G"
129,"20150115",NA,"Y"
129,"20151118",NA,"G"
130,"20140220",NA,"G"
130,"20150203",NA,"G"
130,"20120531",NA,""
130,"20120813",NA,"G"
131,"20130225",NA,"G"
131,"20140129",NA,"Y"
131,"20141217",NA,"G"
131,"20151124",NA,"G"
132,"20121205",NA,"G"
132,"20140109",NA,"G"
132,"20150116",NA,"G"
132,"20160211",NA,"G"
133,"20130930",NA,""
133,"20141208",NA,"G"
133,"20151130",NA,"G"
133,"20120717",NA,"G"
134,"20160317",NA,"Y"
134,"20160318",NA,"G"
135,"20130227",NA,"G"
135,"20140219",NA,"G"
135,"20150112",NA,"G"
135,"20151209",NA,"G"
136,"20130205",NA,"G"
136,"20140304",NA,"G"
136,"20150330",NA,"G"
137,"20140818",NA,"Y"
137,"20140224",NA,"G"
137,"20140826",NA,"G"
137,"20151105",NA,"G"
137,"20160307",NA,"G"
138,"20121204",NA,"G"
138,"20140102",NA,"G"
138,"20150123",NA,"G"
138,"20160310",NA,"G"
139,"20130219",NA,"Y"
139,"20140304",NA,"G"
139,"20140724",NA,"G"
139,"20150804",NA,"g"
139,"20160511",NA,""
140,"20131104",NA,"G"
140,"20141124",NA,"G"
141,"20130114",NA,"G"
141,"20140702",NA,"G"
141,"20151006",NA,"G"
142,"20130116",NA,"G"
142,"20140702",NA,"G"
142,"20151130",NA,"G"
143,"20131206",NA,""
143,"20141014",NA,"G"
143,"20150903",NA,"G"
144,"20131217",NA,"R"
144,"20131218",NA,"G"
144,"20141014",NA,"G"
144,"20150914",NA,"G"
145,"20121102",NA,"G"
145,"20131125",NA,"G"
145,"20140730",NA,"G"
145,"20141204",NA,""
146,"20121004",NA,""
146,"20140203",NA,"G"
146,"20150406",NA,"G"
146,"20120430",NA,""
147,"20140530",NA,"G"
147,"20150828",NA,"Y"
147,"20150910",NA,"G"
147,"20130304",NA,"G"
148,"20141217",NA,"G"
148,"20151207",NA,"Y"
148,"20151214",NA,"G"
149,"20140627",NA,"G"
150,"20140716",NA,"R"
150,"20130624",NA,"G"
150,"20121120",NA,"R"
150,"20121121",NA,"G"
150,"20140715",NA,"R"
150,"20140717",NA,"G"
150,"20130515",NA,"G"
150,"20130619",NA,"Y"
151,"20140708",NA,"G"
151,"20150218",NA,"G"
151,"20160223",NA,"G"
151,"20130409",NA,"G"
152,"20150914",NA,"G"
153,"20150225",NA,"R"
154,"20131115",NA,"G"
154,"20140716",NA,"G"
154,"20150410",NA,""
155,"20121119",NA,"G"
155,"20130906",NA,"G"
155,"20140507",NA,"G"
155,"20140903",NA,"G"
155,"20151208",NA,"G"
155,"20120501",NA,""
156,"20131112",NA,"G"
156,"20141201",NA,"G"
156,"20160104",NA,"G"
156,"20120921",NA,"G"
157,"20130219",NA,"G"
157,"20140306",NA,"G"
157,"20150223",NA,"G"
157,"20160510",NA,""
158,"20130115",NA,"G"
158,"20140423",NA,"G"
158,"20151001",NA,""
159,"20141114",NA,"G"
159,"20151112",NA,"G"
160,"20130923",NA,""
160,"20140210",NA,"R"
160,"20140818",NA,"G"
160,"20140818",NA,"Y"
160,"20140825",NA,""
160,"20150113",NA,"Y"
160,"20150121",NA,"G"
160,"20130916",NA,""
160,"20120814",NA,""
161,"20140519",NA,"Y"
161,"20140529",NA,"G"
161,"20141002",NA,"G"
161,"20150902",NA,"G"
161,"20130415",NA,"G"
161,"20130415",NA,"Y"
161,"20120501",NA,""
161,"20130514",NA,"G"
162,"20121211",NA,"G"
162,"20121204",NA,"G"
162,"20140219",NA,"G"
162,"20140731",NA,"G"
162,"20151228",NA,"Y"
162,"20151228",NA,"G"
162,"20160108",NA,"G"
162,"20130522",NA,"G"
162,"20120607",NA,""
163,"20130221",NA,"G"
163,"20140113",NA,"G"
163,"20140113",NA,"Y"
163,"20140203",NA,"G"
163,"20140204",NA,"G"
163,"20141203",NA,"Y"
163,"20141203",NA,"G"
163,"20141210",NA,"G"
163,"20141212",NA,"Y"
163,"20141230",NA,"G"
163,"20151016",NA,"R"
163,"20151016",NA,"Y"
163,"20151022",NA,"R"
163,"20151022",NA,"Y"
163,"20151023",NA,"Y"
163,"20151030",NA,"G"
164,"20150629",NA,"G"
164,"20151109",NA,"G"
164,"20160317",NA,"G"
165,"20130220",NA,"G"
165,"20131107",NA,"G"
165,"20140414",NA,"G"
165,"20140520",NA,"G"
165,"20141117",NA,"G"
165,"20151103",NA,"G"
165,"20120726",NA,"G"
165,"20120801",NA,"G"
166,"20121001",NA,"R"
166,"20130724",NA,"Y"
166,"20130819",NA,"G"
166,"20141002",NA,"G"
166,"20120921",NA,"R"
167,"20150902",NA,"G"
168,"20130228",NA,"G"
168,"20140130",NA,"G"
168,"20141219",NA,"G"
168,"20151218",NA,"G"
169,"20131223",NA,"G"
169,"20140723",NA,"R"
169,"20141008",NA,"G"
169,"20151224",NA,"G"
170,"20140307",NA,"G"
170,"20150819",NA,"G"
170,"20130329",NA,"G"
170,"20120521",NA,""
171,"20140507",NA,"G"
171,"20150714",NA,"G"
172,"20140130",NA,"G"
172,"20151224",NA,"G"
172,"20120730",NA,"G"
173,"20141229",NA,"G"
173,"20150720",NA,"Y"
173,"20150806",NA,"G"
174,"20140826",NA,"G"
174,"20150914",NA,"G"
175,"20130827",NA,"G"
175,"20140408",NA,""
175,"20150420",NA,"y"
175,"20150427",NA,"g"
176,"20130117",NA,"G"
176,"20130123",NA,"G"
176,"20130109",NA,"Y"
176,"20130724",NA,"G"
176,"20150915",NA,"G"
177,"20130211",NA,"G"
177,"20140403",NA,"G"
177,"20140822",NA,"G"
177,"20150930",NA,"G"
178,"20130205",NA,"G"
178,"20140311",NA,"G"
178,"20150304",NA,"Y"
179,"20131107",NA,"Y"
179,"20131119",NA,"G"
179,"20140813",NA,"R"
179,"20140821",NA,"G"
179,"20150622",NA,"R"
179,"20160418",NA,"R"
179,"20160427",NA,"G"
180,"20130201",NA,"G"
180,"20130729",NA,"G"
180,"20141212",NA,"G"
180,"20151222",NA,"G"
181,"20140507",NA,"G"
181,"20130320",NA,"G"
182,"20130724",NA,"G"
182,"20151221",NA,"G"
183,"20130125",NA,"G"
183,"20130724",NA,"G"
183,"20140220",NA,"G"
184,"20150424",NA,"G"
185,"20130924",NA,"G"
185,"20140813",NA,"G"
185,"20150921",NA,"G"
186,"20150408",NA,"g"
186,"20140722",NA,"G"
187,"20131122",NA,"G"
187,"20141203",NA,"Y"
187,"20141219",NA,"G"
187,"20151231",NA,"G"
188,"20131209",NA,""
188,"20140929",NA,"G"
188,"20150311",NA,"G"
188,"20160421",NA,"G"
188,"20120605",NA,""
189,"20140515",NA,"G"
190,"20140131",NA,"G"
190,"20140702",NA,"G"
190,"20150514",NA,"G"
190,"20160427",NA,"G"
191,"20130125",NA,"G"
191,"20140429",NA,"G"
191,"20150227",NA,"G"
191,"20160111",NA,"G"
192,"20150217",NA,"G"
192,"20151106",NA,"G"
192,"20160209",NA,"G"
193,"20131212",NA,"g"
193,"20141210",NA,"G"
193,"20151030",NA,"G"
193,"20130430",NA,"G"
194,"20140506",NA,"G"
194,"20150520",NA,"G"
195,"20140324",NA,""
196,"20130114",NA,"Y"
196,"20130118",NA,""
196,"20130314",NA,"G"
196,"20140219",NA,"g"
196,"20150205",NA,"g"
197,"20141224",NA,"G"
197,"20150831",NA,"G"
197,"20130314",NA,"G"
198,"20121213",NA,"Y"
198,"20130724",NA,"Y"
198,"20130731",NA,"G"
198,"20141215",NA,"Y"
198,"20151118",NA,"G"
198,"20120503",NA,""
199,"20121121",NA,"G"
199,"20131014",NA,"G"
199,"20140805",NA,"Y"
199,"20151015",NA,"G"
199,"20120531",NA,""
200,"20150413",NA,"G"
201,"20140418",NA,"g"
201,"20150324",NA,"y"
201,"20150331",NA,"g"
201,"20160509",NA,""
201,"20130408",NA,"G"
202,"20141021",NA,""
202,"20141022",NA,"G"
202,"20151117",NA,"Y"
203,"20130219",NA,"G"
203,"20131114",NA,"G"
203,"20140922",NA,"G"
203,"20150127",NA,"G"
203,"20120822",NA,"G"
204,"20141104",NA,"G"
204,"20150319",NA,"G"
204,"20151007",NA,""
204,"20160301",NA,"G"
205,"20131106",NA,""
205,"20140108",NA,"G"
205,"20140214",NA,""
205,"20140722",NA,"G"
205,"20141217",NA,""
205,"20150605",NA,"G"
205,"20160106",NA,"G"
205,"20120620",NA,""
206,"20130215",NA,"G"
206,"20140325",NA,"G"
206,"20141021",NA,"G"
206,"20120731",NA,"G"
207,"20131028",NA,"G"
207,"20140825",NA,"G"
207,"20150615",NA,"G"
207,"20160321",NA,"G"
207,"20120517",NA,""
208,"20121002",NA,"G"
208,"20131209",NA,""
208,"20141024",NA,"G"
208,"20150831",NA,"G"
208,"20160502",NA,"G"
209,"20130128",NA,"G"
209,"20140227",NA,"G"
209,"20140716",NA,"G"
209,"20141105",NA,"G"
209,"20150722",NA,"G"
209,"20120813",NA,""
209,"20130911",NA,"G"
210,"20130926",NA,"G"
210,"20160204",NA,"G"
211,"20150317",NA,"G"
211,"20160429",NA,"G"
212,"20151002",NA,"G"
213,"20140512",NA,"G"
213,"20141008",NA,"G"
213,"20150528",NA,"G"
213,"20120717",NA,"G"
214,"20140428",NA,"G"
214,"20150108",NA,"G"
214,"20130610",NA,"G"
215,"20131230",NA,"G"
216,"20140827",NA,"G"
216,"20150916",NA,"G"
216,"20120822",NA,"G"
217,"20140529",NA,"G"
217,"20150507",NA,"G"
218,"20140410",NA,"G"
219,"20150303",NA,"g"
220,"20140115",NA,"G"
220,"20150218",NA,"G"
220,"20151109",NA,"G"
220,"20120910",NA,"G"
221,"20160421",NA,"G"
222,"20130725",NA,"G"
223,"20141017",NA,"G"
224,"20150303",NA,"G"
224,"20160504",NA,"G"
225,"20151110",NA,"G"
225,"20120726",NA,"G"
226,"20121213",NA,"G"
226,"20131226",NA,"G"
226,"20140828",NA,"G"
227,"20130213",NA,""
227,"20130228",NA,"G"
227,"20140328",NA,"G"
227,"20150227",NA,"G"
227,"20151224",NA,"G"
228,"20121226",NA,"G"
228,"20120924",NA,"G"
229,"20130225",NA,"G"
229,"20140317",NA,"G"
229,"20150504",NA,"G"
230,"20160321",NA,"Y"
231,"20130227",NA,"Y"
231,"20140507",NA,"G"
231,"20150429",NA,"G"
231,"20130306",NA,"G"
231,"20120529",NA,""
232,"20121218",NA,"G"
232,"20131210",NA,"G"
232,"20141110",NA,"G"
232,"20150504",NA,"G"
232,"20160413",NA,"G"
233,"20130522",NA,"Y"
234,"20130208",NA,""
234,"20140307",NA,"R"
234,"20140311",NA,"G"
235,"20141028",NA,"G"
235,"20150608",NA,"G"
235,"20160429",NA,"G"
236,"20140505",NA,"G"
236,"20150330",NA,"Y"
236,"20150413",NA,"G"
237,"20130820",NA,""
237,"20130925",NA,"G"
237,"20141030",NA,"G"
237,"20150928",NA,"G"
238,"20131029",NA,"G"
238,"20140414",NA,"G"
238,"20151019",NA,"G"
238,"20160331",NA,"G"
238,"20120821",NA,"g"
239,"20130131",NA,"G"
239,"20130514",NA,"G"
239,"20120917",NA,"G"
240,"20131209",NA,"g"
240,"20140423",NA,"g"
241,"20131104",NA,"Y"
241,"20131112",NA,"G"
241,"20140623",NA,"G"
241,"20150428",NA,"Y"
241,"20150505",NA,"G"
241,"20160307",NA,"G"
242,"20141006",NA,"G"
242,"20141013",NA,"G"
242,"20130401",NA,""
243,"20130228",NA,""
243,"20140305",NA,"g"
243,"20150225",NA,"g"
244,"20130109",NA,"G"
244,"20140529",NA,"G"
244,"20150917",NA,"G"
245,"20130108",NA,"G"
246,"20130116",NA,"G"
246,"20140409",NA,"G"
247,"20130227",NA,"G"
248,"20130412",NA,"G"
248,"20120608",NA,""
249,"20130227",NA,"Y"
249,"20131008",NA,"Y"
249,"20131015",NA,"G"
249,"20140602",NA,"G"
249,"20150511",NA,"G"
249,"20160329",NA,"G"
249,"20120525",NA,""
250,"20160126",NA,"G"
251,"20130415",NA,"G"
251,"20120613",NA,""
252,"20140530",NA,"G"
252,"20150623",NA,"R"
252,"20151210",NA,"G"
253,"20121128",NA,"G"
253,"20140501",NA,"G"
253,"20160310",NA,"G"
253,"20130322",NA,"G"
254,"20140117",NA,"G"
254,"20150616",NA,"G"
255,"20140327",NA,"G"
255,"20150224",NA,"G"
256,"20141014",NA,"G"
256,"20150409",NA,"G"
256,"20151028",NA,"G"
256,"20160419",NA,"G"
257,"20121003",NA,"G"
257,"20140627",NA,"G"
257,"20151223",NA,"G"
257,"20130530",NA,"G"
258,"20140507",NA,"G"
258,"20120521",NA,""
259,"20140320",NA,"G"
259,"20141015",NA,"G"
259,"20151118",NA,"G"
260,"20131115",NA,"G"
260,"20130314",NA,"G"
260,"20120821",NA,"G"
261,"20130705",NA,"G"
261,"20140616",NA,"G"
261,"20141016",NA,"G"
261,"20150610",NA,"G"
261,"20120821",NA,"G"
262,"20140327",NA,"G"
263,"20160331",NA,"G"
264,"20130705",NA,"G"
264,"20140319",NA,"G"
264,"20140616",NA,"G"
264,"20140702",NA,"G"
264,"20150211",NA,"G"
264,"20150610",NA,"G"
264,"20160331",NA,"G"
264,"20130314",NA,"G"
264,"20120821",NA,"G"
265,"20130724",NA,"G"
265,"20140918",NA,"G"
265,"20150611",NA,"G"
265,"20120823",NA,"G"
266,"20130724",NA,"G"
266,"20140918",NA,"G"
266,"20150611",NA,"G"
266,"20120823",NA,"G"
267,"20131115",NA,"G"
267,"20140616",NA,"G"
267,"20150211",NA,"G"
267,"20130314",NA,"G"
267,"20120821",NA,"G"
268,"20140319",NA,"G"
268,"20140616",NA,"G"
268,"20150610",NA,"G"
268,"20160331",NA,"G"
268,"20130314",NA,"G"
269,"20131001",NA,"G"
269,"20140723",NA,"G"
269,"20150430",NA,"G"
270,"20131120",NA,"G"
270,"20141030",NA,"G"
270,"20150306",NA,"G"
270,"20151016",NA,"G"
270,"20130328",NA,"G"
270,"20120530",NA,""
271,"20150415",NA,"G"
271,"20130131",NA,"G"
271,"20131125",NA,"G"
271,"20140606",NA,"G"
271,"20160115",NA,"G"
271,"20120509",NA,""
272,"20140131",NA,"G"
272,"20150414",NA,"G"
272,"20120925",NA,"G"
273,"20150311",NA,"G"
273,"20150826",NA,"G"
274,"20131108",NA,"G"
274,"20141028",NA,"G"
274,"20150914",NA,"G"
274,"20120514",NA,""
274,"20130502",NA,"G"
275,"20150519",NA,"Y"
275,"20140306",NA,"G"
275,"20140919",NA,"G"
275,"20130424",NA,"G"
276,"20131113",NA,""
276,"20141028",NA,"G"
276,"20150914",NA,"G"
276,"20130701",NA,"G"
277,"20150914",NA,"G"
278,"20141230",NA,"G"
278,"20151215",NA,"G"
278,"20160316",NA,"G"
278,"20120511",NA,""
279,"20121107",NA,"G"
279,"20131115",NA,"G"
279,"20141110",NA,"G"
279,"20151222",NA,"G"
280,"20121012",NA,"G"
280,"20131106",NA,"G"
280,"20140506",NA,"G"
280,"20150324",NA,""
280,"20150922",NA,"G"
280,"20160426",NA,"G"
280,"20130411",NA,"G"
281,"20130228",NA,"G"
281,"20120503",NA,""
282,"20121026",NA,"G"
282,"20140507",NA,"G"
283,"20141028",NA,"G"
283,"20151228",NA,"G"
283,"20130308",NA,"G"
284,"20160128",NA,"G"
284,"20130410",NA,"G"
284,"20120913",NA,"G"
285,"20131106",NA,"G"
285,"20140304",NA,"Y"
285,"20150410",NA,"G"
285,"20151230",NA,"G"
285,"20130305",NA,"G"
285,"20120713",NA,"G"
286,"20131021",NA,"Y"
286,"20131028",NA,"G"
286,"20141229",NA,"G"
286,"20150106",NA,"g"
286,"20120911",NA,"R"
286,"20120918",NA,"G"
287,"20131015",NA,"G"
287,"20140304",NA,"G"
287,"20140922",NA,"G"
287,"20150806",NA,"g"
288,"20130829",NA,"G"
288,"20140910",NA,"G"
288,"20151104",NA,"g"
289,"20140429",NA,"G"
