"business_id","name","address","date","last_updated","city","state","latitude","longitude","Major_Violation_Improper_Holding_Temperature","Minor_Violation_Improper_Holding_Temperature","Major_Violation_Inadequate_Cooking","Minor_Violation_Inadequate_Cooking","Major_Violation_Personal_Hygiene","Minor_Violation_Personal_Hygiene","Major_Violation_Contaminated_Equipment","Minor_Violation_Contaminated_Equipment","Major_Violation_Unsafe_Food_Source","Minor_Violation_Unsafe_Food_Source"
"FA0001280","THE SANDWICH SPOT","2106 SHATTUCK AVE","03/11/2015","05/16/2016 05:00:03 AM","Berkeley","CA","37.871054","-122.268275",0,0,0,0,0,0,0,0,0,0
"FA0000930","GORDO TAQUERIA #7","2404 TELEGRAPH AVE","02/29/2016","05/16/2016 05:00:03 AM","Berkeley","CA","37.866781","-122.258783",1,0,0,0,0,0,0,0,0,0
"FA0000215","ZACHARY'S CHICAGO PIZZA","1853 SOLANO AVE","12/01/2015","05/16/2016 05:00:02 AM","Berkeley","CA","37.89141","-122.278507",0,0,0,0,0,0,0,0,0,0
"FA0001515","DOMINO'S PIZZA","3264 ADELINE ST","10/19/2015","05/16/2016 05:00:03 AM","Berkeley","CA","37.849142","-122.271362",0,0,0,0,0,0,0,0,0,0
"FA0001198","DOMINO'S PIZZA","2127 UNIVERSITY AVE","10/15/2015","05/16/2016 05:00:03 AM","Berkeley","CA","37.872291","-122.267582",0,0,0,0,0,0,0,0,0,0
"FA0000261","BOMBAY SPICE HOUSE","1036 UNIVERSITY AVE","07/08/2014","05/16/2016 05:00:02 AM","Berkeley","CA","37.868808","-122.293345",0,0,0,0,0,0,0,0,0,0
"FA0000071","BISTRO LIASION","1849 SHATTUCK AVE","02/29/2016","05/16/2016 05:00:02 AM","Berkeley","CA","37.87418","-122.268562",0,1,0,0,0,0,0,0,0,0
"FA0001156","KIKU SUSHI","1316 GILMAN ST","02/02/2016","05/16/2016 05:00:03 AM","Berkeley","CA","37.881291","-122.28936",0,0,0,0,0,0,0,0,0,0
"FA0001310","LE PETIT COCHON","1801-C SHATTUCK AVE","10/22/2015","05/16/2016 05:00:03 AM","Berkeley","CA","37.87455","-122.268609",0,1,0,0,0,0,0,0,0,0
"FA0000622","STANFORD LIQUOR","3400 ADELINE ST","12/21/2015","05/16/2016 05:00:02 AM","Berkeley","CA","37.846373","-122.272844",0,0,0,0,0,0,0,0,0,0
"FA0001656","J-TOWN EXPRESS","2332 TELEGRAPH AVE","","05/16/2016 05:00:03 AM","Berkeley","CA","37.868115","-122.259059",0,0,0,0,0,0,0,0,0,0
"FA0001115","SIMPLY GREEK 3, INC.","2929 SHATTUCK AVE","11/04/2015","05/16/2016 05:00:03 AM","Berkeley","CA","37.855696","-122.26655",0,0,0,0,0,0,0,0,0,0
"FA0000199","TRATTORIA LA SICILLIAN","2993 COLLEGE AVE","09/01/2015","05/16/2016 05:00:02 AM","Berkeley","CA","37.856327","-122.252978",0,0,0,0,0,0,0,0,0,0
"FA0000533","CHINESE EXPRESS","2488 CHANNING WY","12/09/2014","05/16/2016 05:00:02 AM","Berkeley","CA","37.8669","-122.258955",0,0,0,0,0,0,0,0,0,0
"FA0001599","HERB 'N CHICKEN","1511 SHATTUCK AVE","12/07/2015","05/16/2016 05:00:03 AM","Berkeley","CA","37.879781","-122.269181",0,1,0,0,0,0,0,0,0,0
"FA0001319","IYASARE","1830 4TH ST","01/23/2011","05/16/2016 05:00:03 AM","Berkeley","CA","37.86939","-122.300453",0,0,0,0,0,0,0,0,0,0
"FA0001466","AIDELLS SAUSAGE","2940 7TH ST","03/26/2015","05/16/2016 05:00:03 AM","Berkeley","CA","37.851758","-122.291324",0,0,0,0,0,0,0,0,0,0
"FA0000013","PRIYA SO. & NO. INDIAN CUISINE","2072 SAN PABLO AVE","02/20/2014","05/16/2016 05:00:02 AM","Berkeley","CA","37.868208","-122.291934",0,0,0,0,0,0,0,0,0,0
"FA0001506","ELEMENTS PETROLEUM INC.","833 UNIVERSITY AVE","03/25/2015","05/16/2016 05:00:03 AM","Berkeley","CA","37.868088","-122.297432",0,0,0,0,0,0,0,0,0,0
"FA0000185","SWEET DREAMS","2901 COLLEGE AVE","08/05/2015","05/16/2016 05:00:02 AM","Berkeley","CA","37.858309","-122.253174",0,0,0,0,0,0,0,0,0,0
"FA0000014","LANESPLITTER PUB","2033 SAN PABLO AVE","01/23/2015","05/16/2016 05:00:02 AM","Berkeley","CA","37.868537","-122.291872",0,0,0,0,0,0,0,0,0,0
"FA0000110","MANHATTAN BAGEL","1789 FOURTH ST","07/09/2015","05/16/2016 05:00:02 AM","Berkeley","CA","37.870259","-122.300739",0,0,0,0,0,0,0,0,0,0
"FA0000202","HANA JAPAN STEAK HOUSE","235 UNIVERSITY AVE","11/30/2015","05/16/2016 05:00:02 AM","Berkeley","CA","37.865611","-122.308575",0,0,0,0,0,0,0,0,0,0
"FA0000108","TEANCE FINE TEAS","1780 4TH ST","10/27/2015","05/16/2016 05:00:02 AM","Berkeley","CA","37.870426","-122.300792",0,0,0,0,0,0,0,0,0,0
"FA0000281","U.S. LIQUOR 1099/1616","2997 SACRAMENTO ST","09/24/2015","05/16/2016 05:00:02 AM","Berkeley","CA","37.853326","-122.278951",0,0,0,0,0,0,0,0,0,0
"FA0000782","NANAYIRO RESTAURANT","2399 SHATTUCK AVE","01/29/2015","05/16/2016 05:00:02 AM","Berkeley","CA","37.866024","-122.267537",0,0,0,0,0,0,0,0,0,0
"FA0001218","MOXY","3136 SACRAMENTO ST","03/27/2015","05/16/2016 05:00:03 AM","Berkeley","CA","37.850626","-122.278453",0,0,0,0,0,0,0,0,0,0
"FA0000679","PANCHO'S MEXICAN RESTAURANT","2521-B DURANT AVE","11/18/2015","05/16/2016 05:00:02 AM","Berkeley","CA","37.867947","-122.257926",0,0,0,0,0,0,0,0,0,0
"FA0000389","PEET'S COFFEE & TEA/DOM","2916 DOMINGO AVE","04/22/2015","05/16/2016 05:00:02 AM","Berkeley","CA","37.858739","-122.243947",0,0,0,0,0,0,0,0,0,0
"FA0000201","LA MEDITERRANEE","2936 COLLEGE AVE","08/14/2015","05/16/2016 05:00:02 AM","Berkeley","CA","37.857596","-122.253106",0,0,0,0,0,0,0,0,0,0
"FA0000636","BROOM BUSH CAFE","2725 SAN PABLO AVE","08/11/2014","05/16/2016 05:00:02 AM","Berkeley","CA","37.856746","-122.28809",0,0,0,0,0,0,0,0,0,0
"FA0001433","FRESH & BEST RESTAURANT","2924 DOMINGO AVE","12/10/2015","05/16/2016 05:00:03 AM","Berkeley","CA","37.858657","-122.243934",0,0,0,0,0,0,0,0,0,0
"FA0001202","FRESCO MEXICAN GRILL","2177-A SHATTUCK AVE","02/18/2015","05/16/2016 05:00:03 AM","Berkeley","CA","37.869854","-122.267845",0,0,0,0,0,0,0,0,0,0
"FA0001363","TEA FRAGRANCE HOUSE","1301 SAN PABLO AVE","03/09/2015","05/16/2016 05:00:03 AM","Berkeley","CA","37.880319","-122.295692",0,0,0,0,0,0,0,0,0,0
"FA0001634","SMART MART","1951 SHATTUCK AVE","","05/16/2016 05:00:03 AM","Berkeley","CA","37.872855","-122.268473",0,0,0,0,0,0,0,0,0,0
"FA0000957","WALGREENS #13858/1607SHA","1607 SHATTUCK AVE","09/08/2015","05/16/2016 05:00:03 AM","Berkeley","CA","37.878009","-122.268988",0,0,0,0,0,0,0,0,0,0
"FA0001315","JERRY'S JAVA JOASIS","1701 SAN PABLO AVE","02/04/2016","05/16/2016 05:00:03 AM","Berkeley","CA","37.873455","-122.293465",0,0,0,0,0,0,0,0,0,0
"FA0001511","SMOKE'S POUTINERIE","2518-A DURANT AVE","01/20/2015","05/16/2016 05:00:03 AM","Berkeley","CA","37.867905","-122.258265",0,0,0,0,0,0,0,0,0,0
"FA0001476","YOLO BERRY YOGURT","2114 SHATTUCK AVE","03/28/2016","05/16/2016 05:00:03 AM","Berkeley","CA","37.870904","-122.268262",0,0,0,0,0,0,0,0,0,0
"FA0001566","THE TAP HAUS","2516-B DURANT AVE","02/10/2016","05/16/2016 05:00:03 AM","Berkeley","CA","37.867912","-122.25821",0,0,0,0,0,0,0,0,0,0
"FA0000080","NORTH BERKELEY SENIOR CENTER","1901 HEARST AVE","02/05/2016","05/16/2016 05:00:02 AM","Berkeley","CA","37.873409","-122.272686",0,0,0,0,0,0,0,0,0,0
"FA0001005","TIVOLI CAFE","2554 BANCROFT WAY","01/06/2015","05/16/2016 05:00:03 AM","Berkeley","CA","37.868875","-122.257891",0,0,0,0,0,0,0,0,0,0
"FA0000140","GREGOIRE'S","2109 CEDAR ST","10/08/2015","05/16/2016 05:00:02 AM","Berkeley","CA","37.878492","-122.268501",0,1,0,0,0,0,0,0,0,0
"FA0000588","HS LORDSHIPS","199 SEAWALL DR","05/13/2014","05/16/2016 05:00:02 AM","Berkeley","CA","37.859769","-122.316344",0,0,0,0,0,0,0,0,0,0
"FA0000986","PHIL'S SLIDER","2024 SHATTUCK AVE","02/17/2015","05/16/2016 05:00:03 AM","Berkeley","CA","37.871524","-122.268345",0,0,0,0,0,0,0,0,0,0
"FA0000540","GOODSONS/GNC","2165 SHATTUCK AVE","08/12/2015","05/16/2016 05:00:02 AM","Berkeley","CA","37.869781","-122.26785",0,0,0,0,0,0,0,0,0,0
"FA0000857","HISSHO SUSHI","1550 SHATTUCK AVE","10/21/2015","05/16/2016 05:00:03 AM","Berkeley","CA","37.878925","-122.269199",0,0,0,0,0,0,0,0,0,0
"FA0000097","EVERETT & JONES BARBECUE","1955 SAN PABLO AVE","11/20/2014","05/16/2016 05:00:02 AM","Berkeley","CA","37.869706","-122.292258",0,0,0,0,0,0,0,0,0,0
"FA0001548","BOBA NINJA","2519-B DURANT AVE","11/02/2015","05/16/2016 05:00:03 AM","Berkeley","CA","37.867935","-122.258021",0,1,0,0,0,0,0,0,0,0
"FA0000506","HOUSE OF CURRIES","2984 COLLEGE AVE","12/17/2015","05/16/2016 05:00:02 AM","Berkeley","CA","37.856431","-122.252989",0,0,0,0,0,0,0,0,0,0
"FA0001300","MERCADO MAYA & DELI","1704 UNIVERSITY AVE","02/01/2016","05/16/2016 05:00:03 AM","Berkeley","CA","37.871201","-122.275358",0,0,0,0,0,0,0,0,0,0
"FA0000098","BING'S LIQUOR  1099/1615","1801 SAN PABLO AVE","03/06/2014","05/16/2016 05:00:02 AM","Berkeley","CA","37.871465","-122.292825",0,0,0,0,0,0,0,0,0,0
"FA0000023","BERKELEY CHINESE COMM. CHURCH","2117 ACTON ST","08/04/2015","05/16/2016 05:00:02 AM","Berkeley","CA","37.868485","-122.284075",0,0,0,0,0,0,0,0,0,0
"FA0000375","EMILIA'S","2995 SHATTUCK AVE","08/20/2015","05/16/2016 05:00:02 AM","Berkeley","CA","37.855432","-122.266519",0,0,0,0,0,0,0,0,0,0
"FA0001500","DAILY PINT","1828 EUCLID AVE","01/04/2016","05/16/2016 05:00:03 AM","Berkeley","CA","37.875765","-122.260279",0,0,0,0,0,0,0,0,0,0
"FA0000641","FALLANGHINA LLC DBA PAISAN","2514 SAN PABLO AVE","03/05/2014","05/16/2016 05:00:02 AM","Berkeley","CA","37.860477","-122.28944",0,0,0,0,0,0,0,0,0,0
"FA0000387","BEANERY","2925 COLLEGE AVE","10/05/2015","05/16/2016 05:00:02 AM","Berkeley","CA","37.857926","-122.253137",0,0,0,0,0,0,0,0,0,0
"FA0000800","CALIFORNIA HBPA","1100 EASTSHORE HWY","12/10/2014","05/16/2016 05:00:03 AM","Berkeley","CA","37.885683","-122.308114",0,0,0,0,0,0,0,0,0,0
"FA0000685","FINFINE","2556 TELEGRAPH AVE","03/25/2015","05/16/2016 05:00:02 AM","Berkeley","CA","37.863888","-122.258655",0,0,0,0,0,0,0,0,0,0
"FA0000156","THE ACME BREAD CO.","1601 SAN PABLO AVE","06/24/2015","05/16/2016 05:00:02 AM","Berkeley","CA","37.874948","-122.293962",0,0,0,0,0,0,0,0,0,0
"FA0000451","TRUMPETVINE CATERING","2533 7TH ST","06/16/2015","05/16/2016 05:00:02 AM","Berkeley","CA","37.858733","-122.293592",0,0,0,0,0,0,0,0,0,0
"FA0000230","ASHBY CARE CENTER","2270 ASHBY AVE","01/15/2016","05/16/2016 05:00:02 AM","Berkeley","CA","37.855907","-122.261783",0,0,0,0,0,0,0,0,0,0
"FA0000765","I.B. HOAGIES","2513 DURANT AVE","03/02/2016","05/16/2016 05:00:02 AM","Berkeley","CA","37.867875","-122.25851",0,0,0,0,0,0,0,0,0,0
"FA0000542","WEST BERKELEY SENIOR CENTER","1900 6TH ST","09/17/2015","05/16/2016 05:00:02 AM","Berkeley","CA","37.869314","-122.2981",0,0,0,0,0,0,0,0,0,0
"FA0001459","TOWNIE","1799 UNIVERSITY AVE","09/03/2015","05/16/2016 05:00:03 AM","Berkeley","CA","37.871297","-122.275446",0,0,0,0,0,0,0,0,0,0
"FA0000477","LUNCH BOX CAFE","729 HEINZ AVE","08/28/2015","05/16/2016 05:00:02 AM","Berkeley","CA","37.852892","-122.294778",0,0,0,0,0,0,0,0,0,0
"FA0000070","STARRY PLOUGH","3101 SHATTUCK AVE","01/23/2015","05/16/2016 05:00:02 AM","Berkeley","CA","37.852961","-122.266195",0,0,0,0,0,0,0,0,0,0
"FA0001570","U-CHA","2199 BANCROFT WAY","09/23/2015","05/16/2016 05:00:03 AM","Berkeley","CA","37.867822","-122.266003",0,0,0,0,0,0,0,0,0,0
"FA0000956","ANCIENT ORGANICS","726 ALLSTON WAY","04/02/2015","05/16/2016 05:00:03 AM","Berkeley","CA","37.864921","-122.298556",0,0,0,0,0,0,0,0,0,0
"FA0000105","CHOCOLATIER BLUE PATISSERIE","1809 FOURTH ST","04/03/2014","05/16/2016 05:00:02 AM","Berkeley","CA","37.869721","-122.300563",0,0,0,0,0,0,0,0,0,0
"FA0000039","AU COQUELET","2000 UNIVERSITY AVE","08/19/2015","05/16/2016 05:00:02 AM","Berkeley","CA","37.871828","-122.270516",0,0,0,0,0,0,0,0,0,0
"FA0001607","LA MARCHA","2026 SAN PABLO AVE","03/01/2016","05/16/2016 05:00:03 AM","Berkeley","CA","37.868718","-122.292099",0,0,0,0,0,0,0,0,0,0
"FA0001437","CUPCAKIN' BAKESHOP","2435 DURANT AVE","12/01/2015","05/16/2016 05:00:03 AM","Berkeley","CA","37.867636","-122.260343",0,0,0,0,0,0,0,0,0,0
"FA0000303","FAT NATE INC. DBA YOGURTLAND","2516 BANCROFT WY","06/18/2015","05/16/2016 05:00:02 AM","Berkeley","CA","37.868781","-122.25866",0,0,0,0,0,0,0,0,0,0
"FA0001649","GREATER NEW MT HERMON MBC","1021 CHANNING WAY","","05/16/2016 05:00:03 AM","Berkeley","CA","37.862682","-122.291098",0,0,0,0,0,0,0,0,0,0
"FA0001457","BO BO DRINKS","2037 SHATTUCK AVE","08/03/2015","05/16/2016 05:00:03 AM","Berkeley","CA","37.87132","-122.268315",0,1,0,0,0,0,0,1,0,0
"FA0000259","UNIVERSITY SHELL","1250 UNIVERSITY AVE","05/08/2015","05/16/2016 05:00:02 AM","Berkeley","CA","37.869701","-122.287039",0,0,0,0,0,0,0,0,0,0
"FA0001468","DOUGHNUT DOLLY","1313 9TH ST","10/19/2015","05/16/2016 05:00:03 AM","Berkeley","CA","37.879532","-122.297941",0,0,0,0,0,0,0,0,0,0
