"business_id","name","address","date","last_updated","city","state","latitude","longitude","Major_Violation_Improper_Holding_Temperature","Minor_Violation_Improper_Holding_Temperature","Major_Violation_Inadequate_Cooking","Minor_Violation_Inadequate_Cooking","Major_Violation_Personal_Hygiene","Minor_Violation_Personal_Hygiene","Major_Violation_Contaminated_Equipment","Minor_Violation_Contaminated_Equipment","Major_Violation_Unsafe_Food_Source","Minor_Violation_Unsafe_Food_Source"
"FA0001286","TASHA DE SERIO, INC.","2701 8TH ST","10/29/2014","05/16/2016 05:00:03 AM","Berkeley","CA","37.856884","-122.291822",0,0,0,0,0,0,0,0,0,0
"FA0000329","LITTLE MANDARIN","139 BERKELEY SQ","07/23/2015","05/16/2016 05:00:02 AM","Berkeley","CA","37.870828","-122.267739",0,1,0,0,0,0,0,0,0,0
"FA0001526","FIELDWORK BREWERY","1160 6TH ST","01/11/2016","05/16/2016 05:00:03 AM","Berkeley","CA","37.881559","-122.302033",0,0,0,0,0,0,0,0,0,0
"FA0000778","BERKELEY CITY CLUB","2315 DURANT AVE","10/20/2015","05/16/2016 05:00:02 AM","Berkeley","CA","37.867392","-122.262214",0,0,0,0,0,0,0,0,0,0
"FA0000507","ELMWOOD NURSING & REHAB","2829 SHATTUCK AVE","11/17/2015","05/16/2016 05:00:02 AM","Berkeley","CA","37.857354","-122.266771",0,0,0,0,0,0,0,0,0,0
"FA0001303","POTLIQUOR LLC","2701 8TH ST","02/03/2016","05/16/2016 05:00:03 AM","Berkeley","CA","37.856884","-122.291822",0,0,0,0,0,0,0,0,0,0
"FA0000409","THE XOCOLATE BAR","1709 SOLANO AVE","12/10/2015","05/16/2016 05:00:02 AM","Berkeley","CA","37.891212","-122.282185",0,0,0,0,0,0,0,0,0,0
"FA0000574","TACUBAYA","1788 FOURTH ST","02/23/2016","05/16/2016 05:00:02 AM","Berkeley","CA","37.870266","-122.300741",0,0,0,0,0,0,0,0,0,0
"FA0000781","BUDDHIST CHURCHES OF AMERICA","2140 DURANT AVE","09/23/2015","05/16/2016 05:00:02 AM","Berkeley","CA","37.866874","-122.266214",0,0,0,0,0,0,0,0,0,0
"FA0000030","NATION'S","1800 UNIVERSITY AVE","01/05/2015","05/16/2016 05:00:02 AM","Berkeley","CA","37.871246","-122.274991",0,0,0,0,0,0,0,0,0,0
"FA0000250","WEST COAST PIZZA","1706 UNIVERSITY AVE","01/05/2015","05/16/2016 05:00:02 AM","Berkeley","CA","37.870944","-122.277358",0,0,0,0,0,0,0,0,0,0
"FA0000221","MOKKA","3075 TELEGRAPH AVE","03/10/2016","05/16/2016 05:00:02 AM","Berkeley","CA","37.854242","-122.259905",0,0,0,0,0,0,0,0,0,0
"FA0000015","RAINBOW DONUT","2025 SAN PABLO AVE","06/10/2014","05/16/2016 05:00:02 AM","Berkeley","CA","37.868683","-122.291919",0,0,0,0,0,0,0,0,0,0
"FA0000788","CVS PHARMACY #3026","2300 SHATTUCK AVE","05/07/2014","05/16/2016 05:00:02 AM","Berkeley","CA","37.867176","-122.267802",0,0,0,0,0,0,0,0,0,0
"FA0001593","ON THE MARK","2428 SHATTUCK AVE","12/18/2015","05/16/2016 05:00:03 AM","Berkeley","CA","37.865198","-122.267579",0,0,0,0,0,0,0,0,0,0
"FA0000045","U A CINEMA'S 5","2274 SHATTUCK AVE","02/12/2015","05/16/2016 05:00:02 AM","Berkeley","CA","37.867888","-122.267887",0,0,0,0,0,0,0,0,0,0
"FA0000026","UNIVERSITY CHEVRON","1500 UNIVERSITY AVE","08/08/2014","05/16/2016 05:00:02 AM","Berkeley","CA","37.870396","-122.281585",0,0,0,0,0,0,0,0,0,0
"FA0000528","STEVE'S KOREAN BAR-B-Q","2521 DURANT AVE","11/09/2015","05/16/2016 05:00:02 AM","Berkeley","CA","37.867947","-122.257926",0,0,0,0,0,0,0,0,0,0
"FA0000007","BERKELEY OIL COMPANY 1099/1615","950 UNIVERSITY AVE","10/02/2015","05/16/2016 05:00:02 AM","Berkeley","CA","37.868427","-122.295206",0,0,0,0,0,0,0,0,0,0
"FA0000453","WEST SIDE BAKERY CAFE","2570 NINTH ST","01/06/2015","05/16/2016 05:00:02 AM","Berkeley","CA","37.859242","-122.291382",0,0,0,0,0,0,0,0,0,0
"FA0000257","LUTHERAN CHURCH OF THE CROSS","1744 UNIVERSITY AVE","01/13/2016","05/16/2016 05:00:02 AM","Berkeley","CA","37.871081","-122.276277",0,1,0,0,0,0,0,1,0,0
"FA0000493","HOTEL SHATTUCK","2086 ALLSTON WY","05/07/2015","05/16/2016 05:00:02 AM","Berkeley","CA","37.869306","-122.26849",0,1,0,0,0,0,0,0,0,0
"FA0000270","MEHAK INDIAN CUISINE","2449 SACRAMENTO ST","09/08/2015","05/16/2016 05:00:02 AM","Berkeley","CA","37.862399","-122.281055",0,0,0,0,0,0,0,1,0,0
"FA0000207","ASHBY MARKET PLACE","2642 ASHBY AVE","01/12/2015","05/16/2016 05:00:02 AM","Berkeley","CA","37.856979","-122.253523",0,0,0,0,0,0,0,0,0,0
"FA0000285","EDOKO JAPANESE RESTAURANT","1722 UNIVERSITY AVE","01/29/2014","05/16/2016 05:00:02 AM","Berkeley","CA","37.870997","-122.276942",0,0,0,0,0,0,0,0,0,0
"FA0000312","LA BURRITA","2530 DURANT AVE","11/03/2014","05/16/2016 05:00:02 AM","Berkeley","CA","37.868004","-122.257487",0,0,0,0,0,0,0,0,0,0
"FA0001302","CARAVAGGIO GELATERIA ITALIANO","1797-C SHATTUCK AVE","06/04/2014","05/16/2016 05:00:03 AM","Berkeley","CA","37.87518","-122.26868",0,0,0,0,0,0,0,0,0,0
"FA0001247","CVS PHARMACY","2655 TELEGRAPH AVE","08/13/2015","05/16/2016 05:00:03 AM","Berkeley","CA","37.861974","-122.258841",0,0,0,0,0,0,0,0,0,0
"FA0001304","TAKE 5 CAFE LLC","3130 SACRAMENTO ST","12/21/2015","05/16/2016 05:00:03 AM","Berkeley","CA","37.850817","-122.278499",0,0,0,0,0,0,0,0,0,0
"FA0000483","ALCATRAZ MARKET","1601 ALCATRAZ AVE","02/29/2016","05/16/2016 05:00:02 AM","Berkeley","CA","37.848152","-122.275807",0,0,0,0,0,0,0,0,0,0
"FA0000369","PHO K & K","2533 TELEGRAPH AVE","04/22/2015","05/16/2016 05:00:02 AM","Berkeley","CA","37.864484","-122.258491",0,0,0,0,0,0,0,0,0,0
"FA0000237","BLACK & WHITE LIQUOR 1099/1616","3027 ADELINE ST","03/26/2015","05/16/2016 05:00:02 AM","Berkeley","CA","37.854464","-122.269075",0,0,0,0,0,0,0,0,0,0
"FA0001499","REPUBLIC OF VEGAN","1624 UNIVERSITY AVE","04/20/2015","05/16/2016 05:00:03 AM","Berkeley","CA","37.870684","-122.27934",0,0,0,0,0,0,0,0,0,0
"FA0000256","CHAPARRAL FOUNDATION NURSING","1309 ALLSTON WY","11/13/2015","05/16/2016 05:00:02 AM","Berkeley","CA","37.866903","-122.285439",0,0,0,0,0,0,0,0,0,0
"FA0000367","RACHA CAFE INC.","2516 TELEGRAPH AVE","02/02/2016","05/16/2016 05:00:02 AM","Berkeley","CA","37.864843","-122.258583",0,0,0,0,0,0,0,0,0,0
"FA0000551","EXTREME PIZZA","2352 SHATTUCK AVE","10/14/2015","05/16/2016 05:00:02 AM","Berkeley","CA","37.86639","-122.267711",0,1,0,0,0,0,0,0,0,0
"FA0001486","THE CAMPUS STORE","1804 EUCLID AVE","01/25/2016","05/16/2016 05:00:03 AM","Berkeley","CA","37.875891","-122.260305",0,0,0,0,0,0,0,0,0,0
"FA0000818","BETTE'S TO GO","1807 FOURTH ST","10/15/2015","05/16/2016 05:00:03 AM","Berkeley","CA","37.869758","-122.300575",0,0,0,0,0,0,0,0,0,0
"FA0001238","CAFE LA RENAISSANCE","3045 SHATTUCK AVE","01/23/2015","05/16/2016 05:00:03 AM","Berkeley","CA","37.853671","-122.266293",0,0,0,0,0,0,0,0,0,0
"FA0001432","U CAFE","2550 DURANT AVE","11/06/2014","05/16/2016 05:00:03 AM","Berkeley","CA","37.867959","-122.257833",0,0,0,0,0,0,0,0,0,0
"FA0000064","PEOPLE'S COFFEE & TEA","2015 SHATTUCK AVE","10/28/2015","05/16/2016 05:00:02 AM","Berkeley","CA","37.871901","-122.268389",0,0,0,0,0,0,0,0,0,0
"FA0000353","CHAAT CAFE","1902 UNIVERSITY AVE","06/03/2014","05/16/2016 05:00:02 AM","Berkeley","CA","37.871612","-122.272228",0,0,0,0,0,0,0,0,0,0
"FA0000163","CHIPOTLE MEXICAN GRILL","1050 GILMAN ST","09/14/2015","05/16/2016 05:00:02 AM","Berkeley","CA","37.880333","-122.296539",0,0,0,0,0,0,0,0,0,0
"FA0000699","NOAH'S BAGELS/COL","3170 COLLEGE AVE","09/11/2015","05/16/2016 05:00:02 AM","Berkeley","CA","37.851463","-122.252496",0,0,0,0,0,0,0,0,0,0
"FA0001058","HOT CUP","2107 ADDISON ST","03/04/2016","05/16/2016 05:00:03 AM","Berkeley","CA","37.871293","-122.267392",0,1,0,0,0,0,0,1,0,0
"FA0000314","WALGREENS #10045/TEL","2310 TELEGRAPH AVE","01/10/2014","05/16/2016 05:00:02 AM","Berkeley","CA","37.868506","-122.259144",0,0,0,0,0,0,0,0,0,0
"FA0001630","KOBANI","1901 UNIVERSITY AVE","03/31/2016","05/16/2016 05:00:03 AM","Berkeley","CA","37.871632","-122.272793",0,1,0,0,0,0,0,0,0,0
"FA0001564","DELTAN DIVERSIFIED INC.","1300 SAN PABLO AVE","10/28/2015","05/16/2016 05:00:03 AM","Berkeley","CA","37.880262","-122.295809",0,0,0,0,0,0,0,0,0,0
"FA0000370","PASTA BENE","2565 TELEGRAPH AVE","04/30/2015","05/16/2016 05:00:02 AM","Berkeley","CA","37.864077","-122.258542",0,0,0,0,0,0,0,0,0,0
"FA0000338","K P DELI","2012 SHATTUCK AVE","06/11/2015","05/16/2016 05:00:02 AM","Berkeley","CA","37.87199","-122.268396",0,1,0,0,0,0,0,1,0,0
"FA0001616","TEA FEVER","2202 SHATTUCK AVE","01/27/2016","05/16/2016 05:00:03 AM","Berkeley","CA","37.869333","-122.268029",0,0,0,0,0,0,0,0,0,0
"FA0001650","LA PANOTIQ","2965 COLLEGE AVE","","05/16/2016 05:00:03 AM","Berkeley","CA","37.856938","-122.253042",0,0,0,0,0,0,0,0,0,0
"FA0000061","SUSHI KO","64 SHATTUCK SQ","07/30/2015","05/16/2016 05:00:02 AM","Berkeley","CA","37.871675","-122.267775",0,1,0,0,0,0,0,0,0,0
"FA0000556","BERKELEY YOUTH ALTERNATIVE","1255 ALLSTON WY","02/02/2016","05/16/2016 05:00:02 AM","Berkeley","CA","37.866962","-122.28688",0,0,0,0,0,0,0,0,0,0
"FA0000532","FINS RESTAURANT","2240 SHATTUCK AVE","04/29/2015","05/16/2016 05:00:02 AM","Berkeley","CA","37.868767","-122.267977",0,0,0,0,0,0,0,0,0,0
"FA0000360","BOBBY G'S PIZZERIA","2074 UNIVERSITY AVE","02/22/2016","05/16/2016 05:00:02 AM","Berkeley","CA","37.872017","-122.269066",0,0,0,0,0,0,0,0,0,0
"FA0000356","CAFE TIBET","2020 UNIVERSITY AVE","12/02/2015","05/16/2016 05:00:02 AM","Berkeley","CA","37.871891","-122.270018",0,0,0,0,0,0,0,0,0,0
"FA0000018","TEMARI","2215 SAN PABLO AVE","01/07/2016","05/16/2016 05:00:02 AM","Berkeley","CA","37.86589","-122.291026",0,0,0,0,0,0,0,0,0,0
"FA0000815","BERKELEY SUSHI HOUSE","2521-C DURANT AVE","02/09/2015","05/16/2016 05:00:03 AM","Berkeley","CA","37.867947","-122.257926",0,0,0,0,0,0,0,0,0,0
"FA0000363","BERKELEY EMERGENCY FOOD & HOUSING","2140 DWIGHT WY","10/06/2015","05/16/2016 05:00:02 AM","Berkeley","CA","37.864079","-122.266509",0,0,0,0,0,0,0,0,0,0
"FA0001289","EL BURRO PICANTE","2021 UNIVERSITY AVE","08/19/2015","05/16/2016 05:00:03 AM","Berkeley","CA","37.871971","-122.270069",0,0,0,0,0,0,0,0,0,0
"FA0001454","A.E. ARMENIA LLC","1451 5TH ST","09/01/2015","05/16/2016 05:00:03 AM","Berkeley","CA","37.875442","-122.301324",0,0,0,0,0,0,0,0,0,0
"FA0001054","SAIGON EXPRESS","2045 SHATTUCK AVE","04/13/2015","05/16/2016 05:00:03 AM","Berkeley","CA","37.871683","-122.268364",0,0,0,0,0,0,0,0,0,0
"FA0000393","SEMIFREDDI'S","3084 CLAREMONT AVE","09/18/2015","05/16/2016 05:00:02 AM","Berkeley","CA","37.854258","-122.248381",0,0,0,0,0,0,0,0,0,0
"FA0000209","ESPRESSO ROMA","2960 COLLEGE AVE","03/10/2016","05/16/2016 05:00:02 AM","Berkeley","CA","37.857282","-122.253076",0,0,0,0,0,0,0,0,0,0
"FA0000772","SUNRISE DELI","2456 BANCROFT WY","06/18/2015","05/16/2016 05:00:02 AM","Berkeley","CA","37.868579","-122.260242",0,0,0,0,0,0,0,0,0,0
"FA0001273","VIETNAM VILLAGE","2521 DURANT AVE E","06/24/2015","05/16/2016 05:00:03 AM","Berkeley","CA","37.867947","-122.257926",0,0,0,0,0,0,0,0,0,0
"FA0000245","SOUTH BERKELEY SENIOR CENTER","2939 ELLIS ST","09/04/2015","05/16/2016 05:00:02 AM","Berkeley","CA","37.854179","-122.273223",0,0,0,0,0,0,0,0,0,0
"FA0001153","BARTAVELLE COFFEE & WINE BAR","1603 SAN PABLO AVE","02/22/2016","05/16/2016 05:00:03 AM","Berkeley","CA","37.875122","-122.29402",0,0,0,0,0,0,0,0,0,0
"FA0000655","AURORA THEATRE CO.","2081 ADDISON ST","05/22/2015","05/16/2016 05:00:02 AM","Berkeley","CA","37.871112","-122.268717",0,0,0,0,0,0,0,0,0,0
"FA0001401","WESTBRAE BIERGARTEN","1280 GILMAN ST","03/12/2015","05/16/2016 05:00:03 AM","Berkeley","CA","37.881474","-122.290154",0,0,0,0,0,0,0,0,0,0
"FA0000609","BERKELEY BOWL WEST #7-REST","922 HEINZ AVE","02/22/2016","05/16/2016 05:00:02 AM","Berkeley","CA","37.85372","-122.290758",0,0,0,0,0,0,0,0,0,0
"FA0001078","COMAL","2018 SHATTUCK AVE","02/02/2016","05/16/2016 05:00:03 AM","Berkeley","CA","37.871644","-122.268359",0,1,0,0,0,0,0,0,0,0
"FA0001469","CAL QUICKLY","2505-G HEARST AVE","01/21/2016","05/16/2016 05:00:03 AM","Berkeley","CA","37.875072","-122.260226",0,0,0,0,0,0,0,0,0,0
"FA0000263","REI","1338 SAN PABLO AVE","05/16/2014","05/16/2016 05:00:02 AM","Berkeley","CA","37.879558","-122.295579",0,0,0,0,0,0,0,0,0,0
"FA0000048","LITTLE PLEARN THAI KITCHEN","2283 SHATTUCK AVE","08/11/2015","05/16/2016 05:00:02 AM","Berkeley","CA","37.867946","-122.267753",0,0,0,0,0,0,0,0,0,0
"FA0001635","JULIE'S CAFE","2562 BANCROFT AVE","03/07/2016","05/16/2016 05:00:03 AM","Berkeley","CA","37.868891","-122.257764",0,0,0,0,0,0,0,0,0,0
"FA0001648","CONGREGATION BETH EL","1301 OXFORD ST","","05/16/2016 05:00:03 AM","Berkeley","CA","37.88435","-122.267544",0,0,0,0,0,0,0,0,0,0
"FA0000442","900 GRAYSON","900 GRAYSON ST","02/25/2015","05/16/2016 05:00:02 AM","Berkeley","CA","37.855317","-122.292357",0,0,0,0,0,0,0,0,0,0
"FA0001051","BERKELEY BOWL WEST #4-MEAT MKT","920 HEINZ AVE","06/02/2014","05/16/2016 05:00:03 AM","Berkeley","CA","37.853824","-122.290222",0,0,0,0,0,0,0,0,0,0
"FA0001563","CEDAR MARKET 1615/1099","1601 CALIFORNIA ST","02/26/2016","05/16/2016 05:00:03 AM","Berkeley","CA","37.876834","-122.280477",0,0,0,0,0,0,0,0,0,0
"FA0001342","PACIFIC COOKIE COMPANY","2309 TELEGRAPH AVE","10/16/2015","05/16/2016 05:00:03 AM","Berkeley","CA","37.868564","-122.259156",0,0,0,0,0,0,0,0,0,0
"FA0001600","SPATS","1974 SHATTUCK AVE","02/05/2016","05/16/2016 05:00:03 AM","Berkeley","CA","37.872645","-122.268453",0,0,0,0,0,0,0,0,0,0
"FA0000500","MCGEE AVE BAPTIST CHURCH","1640 STUART ST","05/06/2015","05/16/2016 05:00:02 AM","Berkeley","CA","37.857452","-122.275604",0,0,0,0,0,0,0,0,0,0
"FA0001356","A.G. FERRARI FOODS","2905 COLLEGE AVE","01/05/2015","05/16/2016 05:00:03 AM","Berkeley","CA","37.858166","-122.25316",0,0,0,0,0,0,0,0,0,0
"FA0000522","YOGURT PARK INC.","2433 DURANT AVE","07/29/2015","05/16/2016 05:00:02 AM","Berkeley","CA","37.867712","-122.259777",0,0,0,0,0,0,0,0,0,0
"FA0001399","STANDARD FARE","2701 8TH ST","06/10/2015","05/16/2016 05:00:03 AM","Berkeley","CA","37.856884","-122.291822",0,0,0,0,0,0,0,0,0,0
"FA0000383","ETHIOPIA RESTAURANT","2955 TELEGRAPH AVE","03/30/2015","05/16/2016 05:00:02 AM","Berkeley","CA","37.856762","-122.259551",0,0,0,0,0,0,0,0,0,0
"FA0000247","LA BEDAINE","1585 SOLANO AVE","01/29/2016","05/16/2016 05:00:02 AM","Berkeley","CA","37.891066","-122.284863",0,0,0,0,0,0,0,0,0,0
"FA0000249","LITTLE HUNAN","124 125 BERKELEY SQ","10/27/2015","05/16/2016 05:00:02 AM","Berkeley","CA","37.871017","-122.26772",1,0,0,0,0,0,0,0,0,0
"FA0000553","TOP DOG","2503 HEARST AVE","08/24/2015","05/16/2016 05:00:02 AM","Berkeley","CA","37.87506","-122.260313",0,0,0,0,0,0,0,0,0,0
"FA0000996","MINT LEAF VIETNAMESE RESTAURANT","2865 7TH ST","04/23/2014","05/16/2016 05:00:03 AM","Berkeley","CA","37.853301","-122.291839",0,0,0,0,0,0,0,0,0,0
"FA0001011","T C GARDEN","2507 HEARST AVE","09/28/2015","05/16/2016 05:00:03 AM","Berkeley","CA","37.875084","-122.26014",0,0,0,0,0,0,0,0,0,0
"FA0001190","T-REX BBQ","1300 TENTH ST","01/25/2016","05/16/2016 05:00:03 AM","Berkeley","CA","37.879996","-122.296893",0,0,0,0,0,0,0,0,0,0
"FA0000233","ROXIE FOOD CENTER  1099/1642","2999 SHATTUCK AVE","11/05/2015","05/16/2016 05:00:02 AM","Berkeley","CA","37.855504","-122.266527",0,0,0,0,0,0,0,0,0,0
"FA0000572","CAFE ROUGE","1782 4TH ST","02/19/2015","05/16/2016 05:00:02 AM","Berkeley","CA","37.870334","-122.300763",0,0,0,0,0,0,0,0,0,0
"FA0000949","BACHEESO","2650 TELEGRAPH AVE","02/04/2016","05/16/2016 05:00:03 AM","Berkeley","CA","37.861565","-122.258977",0,0,0,0,0,0,0,0,0,0
"FA0001555","SUBWAY #50177","2509 HEARST AVE","10/02/2015","05/16/2016 05:00:03 AM","Berkeley","CA","37.875135","-122.259764",0,0,0,0,0,0,0,0,0,0
"FA0000576","CAFE 64","800 DWIGHT WY","08/26/2015","05/16/2016 05:00:02 AM","Berkeley","CA","37.859888","-122.295585",0,0,0,0,0,0,0,0,0,0
"FA0000693","K'S COFFEE HOUSE","2002 CENTER ST","11/25/2014","05/16/2016 05:00:02 AM","Berkeley","CA","37.86998","-122.270507",0,0,0,0,0,0,0,0,0,0
"FA0000414","JERUSALEM ORGANIC KITCHEN","1897 SOLANO AVE","11/18/2015","05/16/2016 05:00:02 AM","Berkeley","CA","37.891461","-122.277146",0,0,0,0,0,0,0,0,0,0
"FA0000144","CHEZ PANNISSE","1517 SHATTUCK AVE","10/23/2015","05/16/2016 05:00:02 AM","Berkeley","CA","37.879574","-122.269157",0,1,0,0,0,0,0,1,0,0
"FA0000682","TIGER LILY","1513 SHATTUCK AVE","12/17/2015","05/16/2016 05:00:02 AM","Berkeley","CA","37.879741","-122.269177",0,0,0,0,0,0,0,0,0,0
"FA0001292","NOMAD TIBETAN RESTAURANT","1593 SOLANO AVE","03/10/2016","05/16/2016 05:00:03 AM","Berkeley","CA","37.891075","-122.284701",0,0,0,0,0,0,0,0,0,0
"FA0000200","SUMMER KITCHEN","2944 COLLEGE AVE","02/23/2015","05/16/2016 05:00:02 AM","Berkeley","CA","37.857294","-122.253077",0,0,0,0,0,0,0,0,0,0
"FA0001225","STELLA NONA INC.","1407 SAN PABLO AVE","11/25/2014","05/16/2016 05:00:03 AM","Berkeley","CA","37.87836","-122.295063",0,0,0,0,0,0,0,0,0,0
"FA0000527","THAI BASIL CUISINE OF THAILAND","2519-F DURANT AVE","03/26/2015","05/16/2016 05:00:02 AM","Berkeley","CA","37.867935","-122.258021",0,1,0,0,0,0,0,0,0,0
"FA0000059","ARINEL PIZZA","2109 SHATTUCK AVE","03/25/2015","05/16/2016 05:00:02 AM","Berkeley","CA","37.871022","-122.26772",0,0,0,0,0,0,0,0,0,0
"FA0000024","M AND H MARKET","3198 ADELINE ST","04/30/2015","05/16/2016 05:00:02 AM","Berkeley","CA","37.850578","-122.270832",0,0,0,0,0,0,0,0,0,0
"FA0000678","KINGPIN DONUTS","2521 DURANT AVE","02/04/2014","05/16/2016 05:00:02 AM","Berkeley","CA","37.867947","-122.257926",0,0,0,0,0,0,0,0,0,0
"FA0000179","BERKELEY BAGELS CORP.","1281 GILMAN ST","09/29/2015","05/16/2016 05:00:02 AM","Berkeley","CA","37.881533","-122.290395",0,0,0,0,0,0,0,1,0,0
"FA0000912","TORINO BAKING","2316 HASTE ST","08/20/2015","05/16/2016 05:00:03 AM","Berkeley","CA","37.865493","-122.262816",0,0,0,0,0,0,0,0,0,0
"FA0000120","TASTE OF THE HIMALAYAS","1700 SHATTUCK AVE","02/24/2016","05/16/2016 05:00:02 AM","Berkeley","CA","37.876307","-122.268923",0,1,0,0,0,0,0,0,0,0
"FA0000688","KORYO BBQ","2556 TELEGRAPH AVE","06/09/2015","05/16/2016 05:00:02 AM","Berkeley","CA","37.863888","-122.258655",0,0,0,0,0,0,0,0,0,0
"FA0000589","KHANA PEENA","1889 SOLANO AVE","10/16/2015","05/16/2016 05:00:02 AM","Berkeley","CA","37.891466","-122.277545",0,1,0,0,0,0,0,0,0,0
"FA0001226","NEXT DOOR RESTAURANT","3290 ADELINE ST","06/04/2015","05/16/2016 05:00:03 AM","Berkeley","CA","37.848871","-122.27147",0,0,0,0,0,0,0,0,0,0
"FA0000284","HIMALAYAN FLAVORS","1585 UNIVERSITY AVE","10/05/2015","05/16/2016 05:00:02 AM","Berkeley","CA","37.870706","-122.28009",0,1,0,0,0,0,0,1,0,0
"FA0000876","J-SEI","1710 CARLETON ST","05/01/2015","05/16/2016 05:00:03 AM","Berkeley","CA","37.860187","-122.275749",0,0,0,0,0,0,0,0,0,0
"FA0000269","BANGKOK THAI CUISINE","1459 UNIVERSITY AVE","03/10/2016","05/16/2016 05:00:02 AM","Berkeley","CA","37.870271","-122.283447",0,0,0,0,0,0,0,0,0,0
"FA0000301","SAN FRANCISCO SOUP CO.","2512 BANCROFT WY","12/16/2015","05/16/2016 05:00:02 AM","Berkeley","CA","37.868774","-122.258713",0,0,0,0,0,0,0,0,0,0
"FA0000106","SPENGER'S","1919 FOURTH ST","01/14/2015","05/16/2016 05:00:02 AM","Berkeley","CA","37.868135","-122.300058",0,0,0,0,0,0,0,0,0,0
"FA0000465","HARRISON HOUSE","711 HARRISON ST","09/14/2015","05/16/2016 05:00:02 AM","Berkeley","CA","37.880592","-122.304761",0,0,0,0,0,0,0,0,0,0
"FA0001623","UDUPI PALACE","1903 UNIVERSITY AVE","","05/16/2016 05:00:03 AM","Berkeley","CA","37.871616","-122.272924",0,0,0,0,0,0,0,0,0,0
"FA0000315","BLONDIE'S","2340 TELEGRAPH AVE","01/08/2014","05/16/2016 05:00:02 AM","Berkeley","CA","37.868001","-122.259034",1,0,0,0,0,0,0,0,0,0
"FA0000040","CAFE PLATANO PARTNERSHIP","2042 UNIVERSITY AVE","10/28/2015","05/16/2016 05:00:02 AM","Berkeley","CA","37.871928","-122.269729",0,1,0,0,0,0,0,1,0,0
"FA0000433","LA VAL'S PIZZA","1834 40 EUCLID AVE","12/07/2015","05/16/2016 05:00:02 AM","Berkeley","CA","37.875525","-122.26023",0,0,0,0,0,0,0,0,0,0
"FA0000142","CHA AM","1543 SHATTUCK AVE","02/10/2016","05/16/2016 05:00:02 AM","Berkeley","CA","37.878643","-122.269049",0,1,0,0,0,0,0,0,0,0
"FA0000584","JIGAR","2134 OXFORD ST","10/28/2015","05/16/2016 05:00:02 AM","Berkeley","CA","37.870417","-122.265937",1,0,0,0,0,0,0,1,0,0
"FA0001585","BREAKTHROUGH SUSHI","2428 SHATTUCK AVE","12/16/2015","05/16/2016 05:00:03 AM","Berkeley","CA","37.865198","-122.267579",0,0,0,0,0,0,0,0,0,0
"FA0001191","PIZZA MODA","1401 UNIVERSITY AVE","02/18/2015","05/16/2016 05:00:03 AM","Berkeley","CA","37.87021","-122.283926",0,0,0,0,0,0,0,0,0,0
"FA0001619","TELEGRAPH & DURANT","2517 DURANT AVE","02/09/2016","05/16/2016 05:00:03 AM","Berkeley","CA","37.8679","-122.258301",0,0,0,0,0,0,0,0,0,0
"FA0000680","BEAR'S RAMEN HOUSE","2521-D DURANT AVE","06/24/2015","05/16/2016 05:00:02 AM","Berkeley","CA","37.867947","-122.257926",0,0,0,0,0,0,0,0,0,0
"FA0000198","GORDO TAQUERIA","2989 COLLEGE AVE","07/29/2015","05/16/2016 05:00:02 AM","Berkeley","CA","37.856411","-122.252987",0,0,0,0,0,0,0,0,0,0
"FA0001050","BERKELEY BOWL WEST #3-SEAFOOD","920 HEINZ AVE","08/27/2015","05/16/2016 05:00:03 AM","Berkeley","CA","37.853824","-122.290222",0,0,0,0,0,0,0,0,0,0
"FA0000841","ECOLOGY CENTER CERTIFIED","2530 SAN PABLO AVE","02/23/2016","05/16/2016 05:00:03 AM","Berkeley","CA","37.860104","-122.289321",0,0,0,0,0,0,0,0,0,0
"FA0000644","EPHESIAN CHILD CENTER","1907 HARMON ST","08/28/2015","05/16/2016 05:00:02 AM","Berkeley","CA","37.84982","-122.269515",0,0,0,0,0,0,0,0,0,0
"FA0001360","24 HOUR FITNESS #704","1775 SOLANO AVE","08/21/2015","05/16/2016 05:00:03 AM","Berkeley","CA","37.891296","-122.28069",0,0,0,0,0,0,0,0,0,0
"FA0001255","MENCHIE'S","1862 EUCLID AVE","11/30/2015","05/16/2016 05:00:03 AM","Berkeley","CA","37.875424","-122.260209",0,0,0,0,0,0,0,0,0,0
"FA0001040","BERKELEY BOWL MARKET PLACE","2020 OREGON ST","12/16/2015","05/16/2016 05:00:03 AM","Berkeley","CA","37.857549","-122.26746",0,0,0,0,0,0,0,0,0,0
"FA0000195","KING YEN","2995 COLLEGE AVE","09/29/2015","05/16/2016 05:00:02 AM","Berkeley","CA","37.856239","-122.252969",0,0,0,0,0,0,0,0,0,0
"FA0000457","BIOFUEL OASIS COOPERATIVE","1441 ASHBY AVE","07/02/2015","05/16/2016 05:00:02 AM","Berkeley","CA","37.853268","-122.279289",0,0,0,0,0,0,0,0,0,0
"FA0001219","SALKHI PETROLEUM INC.","2996 TELEGRAPH AVE","04/23/2015","05/16/2016 05:00:03 AM","Berkeley","CA","37.856326","-122.259709",0,0,0,0,0,0,0,0,0,0
"FA0000090","7-ELEVEN/1501UNIV  1099/1615","1501 UNIVERSITY AVE","03/07/2016","05/16/2016 05:00:02 AM","Berkeley","CA","37.870513","-122.281552",0,0,0,0,0,0,0,1,0,0
